index,unit1_rgb,unit2_pos,unit1_beam_32,unit1_beam_64
1,../../../Scenario5/unit1/camera_data/image_BS1_259_03_20_31.jpg,"[0.024630036325310453, 0.9502164501035991]",30,60
2,../../../Scenario5/unit1/camera_data/image_BS1_260_03_20_31.jpg,"[0.034605201047269926, 0.9469696968962938]",31,60
3,../../../Scenario5/unit1/camera_data/image_BS1_261_03_20_31.jpg,"[0.04435459043211527, 0.9437229435351914]",30,58
4,../../../Scenario5/unit1/camera_data/image_BS1_262_03_20_31.jpg,"[0.05387820447984651, 0.9404761903278861]",30,59
5,../../../Scenario5/unit1/camera_data/image_BS1_263_03_20_31.jpg,"[0.06319656822243616, 0.9372294369667837]",30,60
6,../../../Scenario5/unit1/camera_data/image_BS1_264_03_20_31.jpg,"[0.0722891566279117, 0.9350649350849087]",29,57
7,../../../Scenario5/unit1/camera_data/image_BS1_265_03_20_32.jpg,"[0.08140227006535979, 0.9329004327416424]",30,59
8,../../../Scenario5/unit1/camera_data/image_BS1_267_03_20_32.jpg,"[0.09673446768005313, 0.928571428516501]",29,57
9,../../../Scenario5/unit1/camera_data/image_BS1_268_03_20_32.jpg,"[0.10420557870553646, 0.9253246751553986]",28,55
10,../../../Scenario5/unit1/camera_data/image_BS1_269_03_20_32.jpg,"[0.1115535395391845, 0.9242424241375625]",28,55
11,../../../Scenario5/unit1/camera_data/image_BS1_270_03_20_32.jpg,"[0.11877835019558117, 0.9220779219480933]",28,55
12,../../../Scenario5/unit1/camera_data/image_BS1_271_03_20_32.jpg,"[0.1258594856427539, 0.9199134199124213]",28,55
13,../../../Scenario5/unit1/camera_data/image_BS1_272_03_20_32.jpg,"[0.13281747091267526, 0.9177489175691549]",28,55
14,../../../Scenario5/unit1/camera_data/image_BS1_273_03_20_33.jpg,"[0.139898606359848, 0.9166666665513188]",28,55
15,../../../Scenario5/unit1/camera_data/image_BS1_274_03_20_33.jpg,"[0.1466718663420164, 0.9145021643618496]",28,55
16,../../../Scenario5/unit1/camera_data/image_BS1_275_03_20_33.jpg,"[0.15336302621087855, 0.9134199133440135]",26,51
17,../../../Scenario5/unit1/camera_data/image_BS1_276_03_20_33.jpg,"[0.1599720859664344, 0.9123376620185832]",27,54
18,../../../Scenario5/unit1/camera_data/image_BS1_277_03_20_33.jpg,"[0.16649904559410006, 0.9101731601367082]",26,51
19,../../../Scenario5/unit1/camera_data/image_BS1_278_03_20_33.jpg,"[0.17294390509387553, 0.9090909091188722]",26,51
20,../../../Scenario5/unit1/camera_data/image_BS1_279_03_20_33.jpg,"[0.17928613944837216, 0.9080086581010361]",26,51
